client_id,volume,income,median_ticket,prom_contacts_month_old,frequency_old,efficiency_old,total_cost_old,total_cost_new,efficiency_new,prom_contacts_month_new,frequency_new,savings
100898970,1296.0,1624.3700000000001,61.785,0,3.0,0.0,260,650,1.0,2.1666666666666665,2.1666666666666665,390
100954401,160.82999999999998,754.98,43.37,1,1.0,1.4166666666666667,350,425,1.0,1.4166666666666667,1.4166666666666667,75
100991179,5185.904,3175.08,109.50999999999999,0,2.0,0.0,230,575,1.0,1.9166666666666667,1.9166666666666667,345
100999611,801.004,1753.02,70.23249999999999,0,2.0,0.0,230,575,1.0,1.9166666666666667,1.9166666666666667,345
101024776,908.5540000000001,560.0,50.125,0,1.0,0.0,110,275,1.0,0.9166666666666666,0.9166666666666666,165
101130421,5156.088,3621.4,74.49000000000001,4,4.0,1.0208333333333333,1210,1225,1.0,4.083333333333333,4.083333333333333,15
101271687,1782.0,1018.38,64.465,0,2.0,0.0,160,400,1.0,1.3333333333333333,1.3333333333333333,240
101273062,8911.2,3019.98,83.2675,1,2.0,2.3333333333333335,460,700,1.0,2.3333333333333335,2.3333333333333335,240
101303525,7244.7080000000005,4710.12,102.0025,2,3.0,1.6666666666666667,760,1000,1.0,3.3333333333333335,3.3333333333333335,240
101313756,6407.134,6464.52,107.69,4,4.0,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
101318485,10304.348,21639.170000000002,364.74,4,4.0,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
101320386,1864.922,2467.97,54.595,1,4.0,3.5833333333333335,610,1075,1.0,3.5833333333333335,3.5833333333333335,465
101349770,6120.0,2124.88,265.61,0,1.0,0.0,80,200,1.0,0.6666666666666666,0.6666666666666666,120
101385837,15.324,347.76,42.33,0,1.0,0.0,80,200,1.0,0.6666666666666666,0.6666666666666666,120
101420203,1873.058,1911.46,72.3125,1,2.0,2.0,420,600,1.0,2.0,2.0,180
101554258,2544.4,1189.98,65.625,1,2.0,1.5,360,450,1.0,1.5,1.5,90
101589857,5936.25,6475.4800000000005,117.21000000000001,4,4.0,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
101600426,531.0,409.27000000000004,85.76,0,1.0,0.0,50,125,1.0,0.4166666666666667,0.4166666666666667,75
101611212,1094.554,1458.33,57.975,1,2.0,2.0833333333333335,430,625,1.0,2.0833333333333335,2.0833333333333335,195
101622446,2958.11,2847.77,59.605000000000004,4,4.0,1.0416666666666667,1220,1250,1.0,4.166666666666667,4.166666666666667,30
101632216,11734.636,20544.72,367.395,2,4.0,2.125,870,1275,1.0,4.25,4.25,405
101652619,4148.4,4790.0,90.36,0,4.0,0.0,500,1250,1.0,4.166666666666667,4.166666666666667,750
101694317,928.76,1918.33,67.34,0,3.0,0.0,240,600,1.0,2.0,2.0,360
101732413,32433.927,17185.65,228.27999999999997,4,5.0,1.3125,1350,1575,1.0,5.25,5.25,225
101738010,1034.01,784.22,57.54,0,1.0,0.0,140,350,1.0,1.1666666666666667,1.1666666666666667,210
101760512,51.0,52.22,52.22,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
101765511,5431.124,3646.0299999999997,90.465,1,3.0,3.25,570,975,1.0,3.25,3.25,405
101792894,60.0,261.39,78.42,0,1.0,0.0,30,75,1.0,0.25,0.25,45
101926782,1518.04,1793.9,108.7675,1,2.0,1.4166666666666667,350,425,1.0,1.4166666666666667,1.4166666666666667,75
101937017,2740.0,941.8100000000001,64.7975,0,1.5,0.0,150,375,1.0,1.25,1.25,225
101951853,2214.8,5737.12,115.81875,2,4.0,2.0416666666666665,850,1225,1.0,4.083333333333333,4.083333333333333,375
101983294,441.74,5264.98,119.3825,2,3.5,1.6666666666666667,760,1000,1.0,3.3333333333333335,3.3333333333333335,240
101990665,3045.88,2941.19,147.89249999999998,1,1.0,1.75,390,525,1.0,1.75,1.75,135
102006660,1108.74,2133.99,48.3375,1,3.0,3.3333333333333335,580,1000,1.0,3.3333333333333335,3.3333333333333335,420
102027429,3054.0,3529.09,87.2575,2,3.0,1.5833333333333333,740,950,1.0,3.1666666666666665,3.1666666666666665,210
102028391,125.85000000000001,1015.8399999999999,74.21,1,1.0,1.0833333333333333,310,325,1.0,1.0833333333333333,1.0833333333333333,15
102043767,295.882,1103.51,137.60750000000002,0,2.0,0.0,80,200,1.0,0.6666666666666666,0.6666666666666666,120
102074838,2974.716,3003.54,102.87,2,2.0,1.125,630,675,1.0,2.25,2.25,45
102127693,2457.2580000000003,8052.68,156.97,2,4.5,2.1666666666666665,880,1300,1.0,4.333333333333333,4.333333333333333,420
102193354,1902.528,579.6,115.92,0,1.0,0.0,50,125,1.0,0.4166666666666667,0.4166666666666667,75
102205062,4830.8099999999995,4812.5,89.6,4,5.0,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
102227475,2762.4,2058.96,118.48,0,2.0,0.0,160,400,1.0,1.3333333333333333,1.3333333333333333,240
102244275,11833.835,6789.68,121.905,0,4.0,0.0,460,1150,1.0,3.8333333333333335,3.8333333333333335,690
102252944,2057.22,1912.9,80.825,0,4.0,0.0,240,600,1.0,2.0,2.0,360
102254378,168.0,234.59,50.325,0,1.0,0.0,50,125,1.0,0.4166666666666667,0.4166666666666667,75
102254473,2921.08,8788.7,168.61,4,4.5,1.0625,1230,1275,1.0,4.25,4.25,45
102278748,170.767,952.4200000000001,53.712500000000006,1,3.0,1.3333333333333333,340,400,1.0,1.3333333333333333,1.3333333333333333,60
102315959,1271.0,6102.47,129.98,1,4.0,4.0,660,1200,1.0,4.0,4.0,540
102393086,2934.48,1643.3400000000001,132.225,0,1.0,0.0,120,300,1.0,1.0,1.0,180
102452324,1733.0,619.26,104.455,0,1.0,0.0,60,150,1.0,0.5,0.5,90
102512606,503.36,3598.32,100.93,1,4.0,3.1666666666666665,560,950,1.0,3.1666666666666665,3.1666666666666665,390
102561197,26061.286,29174.11,329.8225,4,5.0,1.2916666666666667,1340,1550,1.0,5.166666666666667,5.166666666666667,210
102600735,1265.7759999999998,2802.25,61.45,1,4.0,2.75,510,825,1.0,2.75,2.75,315
102636210,800.323,841.13,60.175000000000004,0,1.5,0.0,120,300,1.0,1.0,1.0,180
102659286,166.32,439.53,111.27,0,1.0,0.0,40,100,1.0,0.3333333333333333,0.3333333333333333,60
102672550,7052.347,19357.13,434.405,4,5.0,1.0416666666666667,1220,1250,1.0,4.166666666666667,4.166666666666667,30
102682440,314.0,1779.8500000000001,67.09,1,2.0,2.0,420,600,1.0,2.0,2.0,180
102711725,829.76,1718.98,108.4425,1,2.0,1.3333333333333333,340,400,1.0,1.3333333333333333,1.3333333333333333,60
102714794,12972.96,38386.6,2326.46,0,1.0,0.0,160,400,1.0,1.3333333333333333,1.3333333333333333,240
102771645,1410.0,2254.8199999999997,82.995,1,3.0,2.0,420,600,1.0,2.0,2.0,180
102794242,56.34,0.0,0.0,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
102849425,9950.73,13816.92,221.975,0,5.0,0.0,560,1400,1.0,4.666666666666667,4.666666666666667,840
102938909,1170.88,671.9100000000001,46.42,1,1.0,1.1666666666666667,320,350,1.0,1.1666666666666667,1.1666666666666667,30
103024993,7092.24,8769.53,150.0425,2,5.0,2.3333333333333335,920,1400,1.0,4.666666666666667,4.666666666666667,480
103062419,588.24,856.49,52.54,0,1.0,0.0,150,375,1.0,1.25,1.25,225
103069326,585.764,955.15,51.5,1,1.0,1.5,360,450,1.0,1.5,1.5,90
103090348,1236.0,1389.98,81.12,0,1.0,0.0,170,425,1.0,1.4166666666666667,1.4166666666666667,255
103102875,195.25,256.5,50.05,0,1.0,0.0,50,125,1.0,0.4166666666666667,0.4166666666666667,75
103121379,3961.6,2677.69,103.285,2,2.0,1.125,630,675,1.0,2.25,2.25,45
103138671,786.2,811.97,104.46000000000001,0,1.0,0.0,40,100,1.0,0.3333333333333333,0.3333333333333333,60
103153673,104.372,1603.67,76.97749999999999,1,2.0,1.5,360,450,1.0,1.5,1.5,90
103162415,165.9,545.1,55.2,0,1.0,0.0,100,250,1.0,0.8333333333333334,0.8333333333333334,150
103211720,2029.626,2806.21,95.96000000000001,2,2.5,1.2083333333333333,650,725,1.0,2.4166666666666665,2.4166666666666665,75
103278879,5314.084,1612.3,222.64,0,1.0,0.0,80,200,1.0,0.6666666666666666,0.6666666666666666,120
103278920,7825.057,5243.87,173.6875,1,4.0,2.0833333333333335,430,625,1.0,2.0833333333333335,2.0833333333333335,195
103313282,3536.4,3468.84,62.07,1,4.0,4.25,690,1275,1.0,4.25,4.25,585
103319062,3045.0,1101.38,55.41,1,1.5,1.6666666666666667,380,500,1.0,1.6666666666666667,1.6666666666666667,120
103355479,886.799,2576.19,99.3725,2,2.0,1.125,630,675,1.0,2.25,2.25,45
103382845,252.0,87.58,87.58,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
103604426,12535.9,4298.84,41.5625,0,3.5,0.0,400,1000,1.0,3.3333333333333335,3.3333333333333335,600
103639978,614.18,7143.03,136.85,4,4.0,1.0625,1230,1275,1.0,4.25,4.25,45
103655729,6434.25,15187.14,462.235,1,4.0,2.6666666666666665,500,800,1.0,2.6666666666666665,2.6666666666666665,300
103661875,3668.7599999999998,2377.7,89.1325,1,2.0,2.1666666666666665,440,650,1.0,2.1666666666666665,2.1666666666666665,210
103672422,438.13,1001.79,56.13,0,2.0,0.0,150,375,1.0,1.25,1.25,225
103746649,3452.9139999999998,3303.6,62.93,2,4.0,1.9583333333333333,830,1175,1.0,3.9166666666666665,3.9166666666666665,345
103773753,75.31,879.23,73.11,0,2.0,0.0,110,275,1.0,0.9166666666666666,0.9166666666666666,165
103810361,354.0,644.45,74.67500000000001,0,1.0,0.0,90,225,1.0,0.75,0.75,135
103849124,51.2,367.33,367.33,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
103915725,411.0,736.02,91.95,0,1.0,0.0,80,200,1.0,0.6666666666666666,0.6666666666666666,120
103977811,14.350000000000001,318.07,45.87,0,1.0,0.0,70,175,1.0,0.5833333333333334,0.5833333333333334,105
103977883,2739.0,2514.82,55.0,1,3.5,3.25,570,975,1.0,3.25,3.25,405
104034614,2779.28,1529.1399999999999,51.09,1,3.0,2.75,510,825,1.0,2.75,2.75,315
104050756,231.0,133.0,133.0,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
104069939,966.0,975.8499999999999,54.0,0,4.0,0.0,120,300,1.0,1.0,1.0,180
104111664,1572.792,1666.44,127.07499999999999,0,4.0,0.0,120,300,1.0,1.0,1.0,180
104122764,634.5,301.49,50.94,0,1.0,0.0,70,175,1.0,0.5833333333333334,0.5833333333333334,105
104125427,1103.82,2030.23,80.315,1,2.0,1.8333333333333333,400,550,1.0,1.8333333333333333,1.8333333333333333,150
104188843,3024.0,910.0999999999999,230.265,0,1.0,0.0,40,100,1.0,0.3333333333333333,0.3333333333333333,60
104194666,2076.0,2265.29,77.76,1,2.0,2.1666666666666665,440,650,1.0,2.1666666666666665,2.1666666666666665,210
104221470,69985.3,36116.52,708.5575,4,4.5,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
104224578,2101.8,974.76,87.69,0,1.0,0.0,120,300,1.0,1.0,1.0,180
104239108,1988.71,3720.41,74.97,2,4.0,1.9166666666666667,820,1150,1.0,3.8333333333333335,3.8333333333333335,330
104337122,2988.4700000000003,3397.26,52.442499999999995,4,5.0,1.1458333333333333,1270,1375,1.0,4.583333333333333,4.583333333333333,105
104343720,1563.12,1400.35,55.13,2,2.0,1.0416666666666667,610,625,1.0,2.0833333333333335,2.0833333333333335,15
104367164,1769.22,5967.59,230.3875,1,3.0,1.75,390,525,1.0,1.75,1.75,135
104386909,2600.34,2830.08,59.0,1,4.0,4.083333333333333,670,1225,1.0,4.083333333333333,4.083333333333333,555
104410814,2913.75,2103.48,75.9,2,2.0,1.0833333333333333,620,650,1.0,2.1666666666666665,2.1666666666666665,30
104448178,5480.054,11749.43,192.07750000000001,4,5.0,1.2083333333333333,1300,1450,1.0,4.833333333333333,4.833333333333333,150
104624404,644.84,897.03,60.970000000000006,0,2.0,0.0,120,300,1.0,1.0,1.0,180
104635321,694.051,2666.5,89.72999999999999,1,4.0,2.5,480,750,1.0,2.5,2.5,270
104686137,5976.76,7671.969999999999,129.005,4,5.0,1.2916666666666667,1340,1550,1.0,5.166666666666667,5.166666666666667,210
104720817,2389.13,2113.34,54.4225,0,3.0,0.0,360,900,1.0,3.0,3.0,540
104830599,18.4,71.63,35.815,0,1.0,0.0,20,50,1.0,0.16666666666666666,0.16666666666666666,30
104860782,4737.907999999999,3154.35,83.185,2,3.0,1.2916666666666667,670,775,1.0,2.5833333333333335,2.5833333333333335,105
104885016,909.0,277.53999999999996,113.27,0,1.0,0.0,30,75,1.0,0.25,0.25,45
104954211,1023.0,4600.36,89.37,2,4.0,2.0416666666666665,850,1225,1.0,4.083333333333333,4.083333333333333,375
105005839,1949.1,2556.48,87.05,0,3.0,0.0,280,700,1.0,2.3333333333333335,2.3333333333333335,420
105090813,3286.4300000000003,4338.92,51.7025,4,6.0,1.3958333333333333,1390,1675,1.0,5.583333333333333,5.583333333333333,285
105098880,5257.68,11806.79,234.16,1,4.0,4.166666666666667,680,1250,1.0,4.166666666666667,4.166666666666667,570
105102997,3708.4300000000003,4582.11,94.0625,1,4.0,3.9166666666666665,650,1175,1.0,3.9166666666666665,3.9166666666666665,525
105182523,2245.54,1654.1499999999999,65.92,1,2.0,2.0833333333333335,430,625,1.0,2.0833333333333335,2.0833333333333335,195
105187978,4460.72,7792.72,72.96000000000001,8,9.0,1.0833333333333333,2480,2600,1.0,8.666666666666666,8.666666666666666,120
105194114,7565.7,20410.96,382.16,1,4.5,4.5,720,1350,1.0,4.5,4.5,630
105201092,3754.0119999999997,2608.26,108.815,1,2.0,1.9166666666666667,410,575,1.0,1.9166666666666667,1.9166666666666667,165
105260834,711.71,965.77,241.4425,0,2.0,0.0,40,100,1.0,0.3333333333333333,0.3333333333333333,60
105262046,9637.628,9276.43,159.6,4,4.0,1.0416666666666667,1220,1250,1.0,4.166666666666667,4.166666666666667,30
105269276,626.96,483.25,61.792500000000004,0,3.5,0.0,70,175,1.0,0.5833333333333334,0.5833333333333334,105
105377291,663.28,1288.46,79.33,0,2.0,0.0,180,450,1.0,1.5,1.5,270
105398038,753.0,749.08,61.4,0,1.0,0.0,120,300,1.0,1.0,1.0,180
105409514,5109.53,11783.64,115.765,4,8.0,2.125,1740,2550,1.0,8.5,8.5,810
105433146,18178.26,18092.19,348.8175,2,4.0,2.2083333333333335,890,1325,1.0,4.416666666666667,4.416666666666667,435
105450568,4445.58,5586.42,66.4975,0,4.0,0.0,530,1325,1.0,4.416666666666667,4.416666666666667,795
105472551,2898.0,5328.14,132.4175,1,3.0,3.25,570,975,1.0,3.25,3.25,405
105568281,23161.442,8770.44,211.91000000000003,2,4.0,1.7083333333333333,770,1025,1.0,3.4166666666666665,3.4166666666666665,255
105577954,431.25,1619.15,57.445,0,2.0,0.0,190,475,1.0,1.5833333333333333,1.5833333333333333,285
105648786,2009.0,2839.98,85.1075,1,3.0,2.6666666666666665,500,800,1.0,2.6666666666666665,2.6666666666666665,300
105724178,2047.626,2487.17,64.03,1,3.0,2.75,510,825,1.0,2.75,2.75,315
105773642,3464.9,4412.98,134.79250000000002,2,2.0,1.2916666666666667,670,775,1.0,2.5833333333333335,2.5833333333333335,105
105835440,7352.16,4230.78,77.1275,4,4.0,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
105864233,492.0,1672.1100000000001,62.94499999999999,0,2.0,0.0,200,500,1.0,1.6666666666666667,1.6666666666666667,300
105898146,1753.5,3110.25,104.77000000000001,2,2.5,1.25,660,750,1.0,2.5,2.5,90
105909641,4523.084,3682.63,67.475,1,4.0,3.6666666666666665,620,1100,1.0,3.6666666666666665,3.6666666666666665,480
105963049,3197.0,1979.24,64.69,2,2.5,1.25,660,750,1.0,2.5,2.5,90
105989674,417.0,1518.3000000000002,65.175,0,4.0,0.0,230,575,1.0,1.9166666666666667,1.9166666666666667,345
106053179,9940.6,24211.78,505.76,4,4.0,1.0416666666666667,1220,1250,1.0,4.166666666666667,4.166666666666667,30
106067265,713.82,2652.5,66.33,2,4.0,1.5833333333333333,740,950,1.0,3.1666666666666665,3.1666666666666665,210
106088728,532.49,1318.15,36.614999999999995,2,2.0,1.25,660,750,1.0,2.5,2.5,90
106144612,1304.5140000000001,560.42,64.98,0,1.0,0.0,70,175,1.0,0.5833333333333334,0.5833333333333334,105
106152111,1130.4,2236.32,126.05250000000001,1,2.0,1.5,360,450,1.0,1.5,1.5,90
106171654,12478.944,5040.6900000000005,338.115,0,1.0,0.0,150,375,1.0,1.25,1.25,225
106252162,7479.545,4200.74,78.17,2,5.0,2.0,840,1200,1.0,4.0,4.0,360
106260306,256.83,1785.53,71.745,2,2.0,1.0416666666666667,610,625,1.0,2.0833333333333335,2.0833333333333335,15
106265900,3420.846,9863.93,197.235,4,4.0,1.0833333333333333,1240,1300,1.0,4.333333333333333,4.333333333333333,60
106266819,4893.97,1919.4,109.845,0,1.0,0.0,130,325,1.0,1.0833333333333333,1.0833333333333333,195
106304696,500.55,167.3,83.65,0,1.0,0.0,20,50,1.0,0.16666666666666666,0.16666666666666666,30
106328519,2410.0,9187.99,170.0475,0,3.0,0.0,400,1000,1.0,3.3333333333333335,3.3333333333333335,600
106398741,3135.192,11415.4,232.305,2,4.0,2.0,840,1200,1.0,4.0,4.0,360
106436159,2547.969,6661.98,176.82,2,4.0,1.5,720,900,1.0,3.0,3.0,180
106452935,4999.5740000000005,8333.79,144.68,2,5.0,2.25,900,1350,1.0,4.5,4.5,450
106483903,3086.2200000000003,2975.58,56.510000000000005,0,4.0,0.0,520,1300,1.0,4.333333333333333,4.333333333333333,780
106508492,31449.04,9525.25,254.76,0,3.0,0.0,360,900,1.0,3.0,3.0,540
106509669,541.59,841.4799999999999,65.50999999999999,0,1.0,0.0,100,250,1.0,0.8333333333333334,0.8333333333333334,150
106534557,4721.0,9624.17,183.54,4,4.0,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
106571672,20190.52,11783.03,214.29500000000002,4,4.0,1.0208333333333333,1210,1225,1.0,4.083333333333333,4.083333333333333,15
106588222,1041.259,4612.2,88.5175,4,4.0,1.0416666666666667,1220,1250,1.0,4.166666666666667,4.166666666666667,30
106599655,14718.3,5582.29,75.7875,1,3.5,3.4166666666666665,590,1025,1.0,3.4166666666666665,3.4166666666666665,435
106702611,2820.0,3706.95,44.2475,8,8.0,1.03125,2430,2475,1.0,8.25,8.25,45
106725554,8064.496,8267.99,149.64249999999998,4,4.5,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
106743551,22407.255,12031.61,244.21,2,4.0,1.875,810,1125,1.0,3.75,3.75,315
106778704,5855.4439999999995,3018.25,74.27250000000001,1,3.0,3.4166666666666665,590,1025,1.0,3.4166666666666665,3.4166666666666665,435
106847947,2378.88,1789.01,36.875,1,4.0,3.9166666666666665,650,1175,1.0,3.9166666666666665,3.9166666666666665,525
106872918,5820.4,7634.1,139.0575,4,4.0,1.0416666666666667,1220,1250,1.0,4.166666666666667,4.166666666666667,30
106902928,53592.939999999995,40393.67,785.8,4,8.0,1.1458333333333333,1270,1375,1.0,4.583333333333333,4.583333333333333,105
106916720,4300.642,4955.530000000001,134.35500000000002,2,3.0,1.4166666666666667,700,850,1.0,2.8333333333333335,2.8333333333333335,150
106939771,2879.932,2817.9900000000002,151.465,1,1.0,1.25,330,375,1.0,1.25,1.25,45
106984224,74880.148,56525.07,596.9224999999999,4,7.0,1.8958333333333333,1630,2275,1.0,7.583333333333333,7.583333333333333,645
107105273,2617.078,2843.6800000000003,106.5175,2,2.0,1.0416666666666667,610,625,1.0,2.0833333333333335,2.0833333333333335,15
107141370,1092.0,1252.06,69.45,1,2.0,1.5833333333333333,370,475,1.0,1.5833333333333333,1.5833333333333333,105
107161224,649.3,802.1500000000001,30.28,0,4.0,0.0,200,500,1.0,1.6666666666666667,1.6666666666666667,300
107224090,201.6,313.52,0.0,0,1.0,0.0,60,150,1.0,0.5,0.5,90
107242737,60.0,94.0,94.0,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
107245211,1130.4,1582.17,82.8,1,1.0,1.25,330,375,1.0,1.25,1.25,45
107283098,3376.0,3862.5199999999995,79.63,2,4.0,1.9583333333333333,830,1175,1.0,3.9166666666666665,3.9166666666666665,345
107352044,3915.504,7292.51,235.49,2,2.0,1.25,660,750,1.0,2.5,2.5,90
107374081,1533.0819999999999,2889.18,96.88499999999999,2,2.0,1.1666666666666667,640,700,1.0,2.3333333333333335,2.3333333333333335,60
107449184,2244.0,2378.64,63.6,0,4.0,0.0,360,900,1.0,3.0,3.0,540
107464067,166.904,865.03,58.125,1,4.0,1.25,330,375,1.0,1.25,1.25,45
107480569,36.94,52.23,52.23,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
107484815,1806.0,589.0500000000001,61.865,0,1.0,0.0,90,225,1.0,0.75,0.75,135
107503972,13282.848,6483.72,117.08000000000001,1,4.0,4.25,690,1275,1.0,4.25,4.25,585
107520156,2119.605,3512.44,73.8875,1,3.5,3.3333333333333335,580,1000,1.0,3.3333333333333335,3.3333333333333335,420
107521580,2040.96,9337.65,115.28,4,6.0,1.4583333333333333,1420,1750,1.0,5.833333333333333,5.833333333333333,330
107566097,7951.16,11571.86,64.42,8,14.0,1.7395833333333333,3110,4175,1.0,13.916666666666666,13.916666666666666,1065
107583088,3497.0,3759.06,73.94500000000001,4,4.0,1.0208333333333333,1210,1225,1.0,4.083333333333333,4.083333333333333,15
107593631,20591.64,7295.58,133.2,2,4.0,2.125,870,1275,1.0,4.25,4.25,405
107596749,3166.48,2365.37,60.7975,2,3.0,1.4583333333333333,710,875,1.0,2.9166666666666665,2.9166666666666665,165
107605983,11055.42,4627.6,150.12,1,3.0,2.5,480,750,1.0,2.5,2.5,270
107611681,5665.294,3146.7400000000002,69.91499999999999,1,3.5,3.5,600,1050,1.0,3.5,3.5,450
107633844,515.88,1404.8000000000002,43.32,0,3.0,0.0,300,750,1.0,2.5,2.5,450
107650629,32.52,106.08,106.08,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
107666643,96.60400000000001,889.0999999999999,49.58,0,3.0,0.0,150,375,1.0,1.25,1.25,225
107684571,289.01,501.63,47.68,0,1.0,0.0,100,250,1.0,0.8333333333333334,0.8333333333333334,150
107712169,28194.870000000003,13140.07,228.13,4,5.0,1.1458333333333333,1270,1375,1.0,4.583333333333333,4.583333333333333,105
107720104,1437.0,749.27,51.0025,0,1.0,0.0,140,350,1.0,1.1666666666666667,1.1666666666666667,210
107731068,438.0,139.8,139.8,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
107802617,9620.135,4938.8,105.32,2,4.0,1.8333333333333333,800,1100,1.0,3.6666666666666665,3.6666666666666665,300
107803622,3697.574,2631.12,67.3575,1,2.5,2.8333333333333335,520,850,1.0,2.8333333333333335,2.8333333333333335,330
107821340,89259.28,27448.0,681.91,1,3.5,3.5,600,1050,1.0,3.5,3.5,450
107888247,570.15,817.63,40.985,0,2.0,0.0,190,475,1.0,1.5833333333333333,1.5833333333333333,285
107904697,4268.0,23870.54,420.89500000000004,2,4.5,2.4583333333333335,950,1475,1.0,4.916666666666667,4.916666666666667,525
107914316,25715.292,11820.67,206.5875,2,4.0,1.9583333333333333,830,1175,1.0,3.9166666666666665,3.9166666666666665,345
107968969,16.04,92.63,92.63,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
107988065,1704.0,690.94,51.91,0,1.0,0.0,130,325,1.0,1.0833333333333333,1.0833333333333333,195
107996658,39.09,711.9300000000001,179.28,0,1.0,0.0,40,100,1.0,0.3333333333333333,0.3333333333333333,60
108006354,5937.8,5911.12,103.02000000000001,4,4.0,1.1041666666666667,1250,1325,1.0,4.416666666666667,4.416666666666667,75
108034062,79.2,148.35,148.35,0,1.0,0.0,10,25,1.0,0.08333333333333333,0.08333333333333333,15
108061764,15141.420000000002,7679.870000000001,280.6025,1,2.0,1.9166666666666667,410,575,1.0,1.9166666666666667,1.9166666666666667,165
108065637,7244.66,3921.3199999999997,67.345,2,4.0,2.0,840,1200,1.0,4.0,4.0,360
108104252,1405.3,4615.15,155.85500000000002,1,2.0,2.3333333333333335,460,700,1.0,2.3333333333333335,2.3333333333333335,240
108153931,2153.3,1859.25,63.11,0,2.0,0.0,150,375,1.0,1.25,1.25,225
108171112,2877.851,5216.42,180.17,0,3.0,0.0,290,725,1.0,2.4166666666666665,2.4166666666666665,435
108208658,336.6,359.12,29.66,0,1.0,0.0,110,275,1.0,0.9166666666666666,0.9166666666666666,165
108228263,1325.955,633.8100000000001,149.65,0,2.0,0.0,50,125,1.0,0.4166666666666667,0.4166666666666667,75
108244945,4956.62,3468.81,61.394999999999996,2,4.0,1.8333333333333333,800,1100,1.0,3.6666666666666665,3.6666666666666665,300
